issue_id,comment_id,user_id,login,name,location,gender
312114336,379868269,1386373,ryao,Richard Yao,USA,male
312114336,379868980,173088,Ringdingcoder,Stefan Ring,Austria,male
312114336,379870309,865382,siebenmann,Chris Siebenmann,"Toronto, Ontario, Canada",male
312114336,379872156,173088,Ringdingcoder,Stefan Ring,Austria,male
312114336,379874743,1386373,ryao,Richard Yao,USA,male
312114336,379875898,10365452,NoSuck,,,unknown
312114336,379877139,19325781,UweSauter,Uwe Sauter,,male
312114336,379877454,865382,siebenmann,Chris Siebenmann,"Toronto, Ontario, Canada",male
312114336,379878349,207920,trisk,Albert Lee,"Boston, Massachusetts",male
312114336,379883140,1386373,ryao,Richard Yao,USA,male
312114336,379884429,1386373,ryao,Richard Yao,USA,male
312114336,379891384,148917,behlendorf,Brian Behlendorf,"Livermore, CA",male
312114336,379895691,1386373,ryao,Richard Yao,USA,male
312114336,379897674,1386373,ryao,Richard Yao,USA,male
312114336,379898356,207920,trisk,Albert Lee,"Boston, Massachusetts",male
312114336,379899335,1386373,ryao,Richard Yao,USA,male
312114336,379903582,148917,behlendorf,Brian Behlendorf,"Livermore, CA",male
312114336,379969486,4440028,darrenfreeman,,,unknown
312114336,379973603,214141,rincebrain,Rich Ercolani,,male
312114336,379986385,173088,Ringdingcoder,Stefan Ring,Austria,male
312114336,379990688,4440028,darrenfreeman,,,unknown
312114336,380015910,24358068,markus2120,,,unknown
312114336,380035412,9853568,markdesouza,Mark De Souza,"Melbourne, Australia",male
312114336,380045208,5199766,durval-menezes,,,unknown
312114336,380065566,6502699,aerusso,Antonio Russo,,male
312114336,380123393,4440028,darrenfreeman,,,unknown
312114336,380151942,11469457,tonyhutter,Tony Hutter,"Livermore, CA USA",male
312114336,380205514,1386373,ryao,Richard Yao,USA,male
312114336,380212322,1386373,ryao,Richard Yao,USA,male
298311894,298311894,1869923,prometheanfire,Matthew Thode,,male
298311894,366723337,1869923,prometheanfire,Matthew Thode,,male
298311894,366774624,1920053,tcaputi,Tom Caputi,United States,male
298311894,366776125,1869923,prometheanfire,Matthew Thode,,male
298311894,366798615,22429695,codecov[bot],,,unknown
298311894,366845661,1331084,sempervictus,RageLtMan,Boston MA,unknown
298311894,366846467,1331084,sempervictus,RageLtMan,Boston MA,unknown
298311894,366850553,1869923,prometheanfire,Matthew Thode,,male
298311894,367075155,1869923,prometheanfire,Matthew Thode,,male
298311894,367120872,148917,behlendorf,Brian Behlendorf,"Livermore, CA",male
298311894,367129849,1869923,prometheanfire,Matthew Thode,,male
298311894,367139373,148917,behlendorf,Brian Behlendorf,"Livermore, CA",male
298311894,367141638,30300957,lxguest,,,unknown
298311894,367142083,1869923,prometheanfire,Matthew Thode,,male
298311894,367147796,30300957,lxguest,,,unknown
40463575,40463575,3446978,freakout42,Axel K. Reinhold,"Selb, Germany",male
40463575,52543847,624233,wankdanker,Dan VerWeire,"Rochester, NY",male
40463575,52595665,3446978,freakout42,Axel K. Reinhold,"Selb, Germany",male
40463575,53931260,4529709,kernelOfTruth,"kernelOfTruth aka. kOT, Gentoo user","Vienna, Austria",unknown
40463575,55506136,4529709,kernelOfTruth,"kernelOfTruth aka. kOT, Gentoo user","Vienna, Austria",unknown
40463575,55510374,1386373,ryao,Richard Yao,USA,male
40463575,55510478,1386373,ryao,Richard Yao,USA,male
40463575,55700820,3446978,freakout42,Axel K. Reinhold,"Selb, Germany",male
40463575,56999855,2551893,ColdCanuck,,"Halifax, Nova Scotia,  The Great White North",unknown
40463575,57042179,1432005,dweeezil,Tim Chase,"Milwaukee, WI",male
40463575,57053655,4529709,kernelOfTruth,"kernelOfTruth aka. kOT, Gentoo user","Vienna, Austria",unknown
40463575,70959389,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,70960389,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,71075154,148917,behlendorf,Brian Behlendorf,"Livermore, CA",male
40463575,71172250,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,71172358,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,71190880,263573,TonyHoyle,Tony Hoyle,,male
40463575,77185226,274960,StevenWolfe,Steve Wolfe,,male
40463575,100021832,2287220,stevleibelt,Stev Leibelt,Observable Universe/Local Superclusters/Laniakea Supercluster/Local Galactic Group/Milky Way Galaxy/Solar Interstellar Neighborhood/Solar System/Earth/Europe/Germany/Saxony/,male
40463575,107098137,505407,melkor217,Daniil Guzanov,Norway,male
40463575,173840814,7279540,andreas-p,,,unknown
40463575,173924068,4529709,kernelOfTruth,"kernelOfTruth aka. kOT, Gentoo user","Vienna, Austria",unknown
40463575,173938093,7279540,andreas-p,,,unknown
40463575,173946827,4529709,kernelOfTruth,"kernelOfTruth aka. kOT, Gentoo user","Vienna, Austria",unknown
40463575,192286325,7279540,andreas-p,,,unknown
40463575,195726832,776801,hostingnuggets,Hosting Nuggets,,unknown
40463575,200819779,7279540,andreas-p,,,unknown
40463575,226332520,12384868,narun4sk,,,unknown
40463575,226363428,4529709,kernelOfTruth,"kernelOfTruth aka. kOT, Gentoo user","Vienna, Austria",unknown
40463575,226393994,12384868,narun4sk,,,unknown
40463575,232594842,7279540,andreas-p,,,unknown
40463575,232600005,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,272592987,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,273150765,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,273153577,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,273613345,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,277640892,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,277641361,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,277641952,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,277699228,776801,hostingnuggets,Hosting Nuggets,,unknown
40463575,277712973,3001850,gdevenyi,Gabriel A. Devenyi,"Montreal, Quebec, Canada",male
40463575,277816461,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,278011680,776801,hostingnuggets,Hosting Nuggets,,unknown
40463575,278163009,30030,ioquatix,Samuel Williams,"Ōtautahi, New Zealand",male
40463575,374879892,37616567,red-scorp,Andriy Golovnya,"Bavaria, Germany",male
544017763,544017763,58376230,MegaJSDeveloper,Иван Вольнов,,male
544017763,569935650,58376230,MegaJSDeveloper,Иван Вольнов,,male
315863357,315863357,7372507,micgro42,Michael Große,"Leipzig, Germany",male
315863357,382905108,108893,selfthinker,Anika Henke,"Folkestone, UK",female
315863357,383005684,86426,splitbrain,Andreas Gohr,"Berlin, Germany",male
315863357,383101429,6104226,cjohnsonuk,,,unknown
315863357,383132933,1165786,mprins,Mark Prins,Earth (mostly),male
315863357,383168648,12547689,Digitalin,,,unknown
315863357,383922750,86426,splitbrain,Andreas Gohr,"Berlin, Germany",male
315863357,384096436,6104226,cjohnsonuk,,,unknown
315863357,385056832,38754074,Michaelsy,Michael Sy.,"Düsseldorf, Germany",male
315863357,388551842,12547689,Digitalin,,,unknown
315863357,388653361,38727432,T100D,Arie,Netherlands,female
315863357,388761817,86426,splitbrain,Andreas Gohr,"Berlin, Germany",male
315863357,390864029,15716793,daumling,Michael Daumling,Germany,male
315863357,390962391,38727432,T100D,Arie,Netherlands,female
315863357,390965152,15716793,daumling,Michael Daumling,Germany,male
315863357,392180629,176672,xrat,Andreas Schamanek,,male
315863357,392522327,86426,splitbrain,Andreas Gohr,"Berlin, Germany",male
315863357,392622963,318581,Traumflug,,,unknown
315863357,392716963,108893,selfthinker,Anika Henke,"Folkestone, UK",female
315863357,392722396,108893,selfthinker,Anika Henke,"Folkestone, UK",female
315863357,392724710,318581,Traumflug,,,unknown
315863357,392733145,108893,selfthinker,Anika Henke,"Folkestone, UK",female
315863357,392736227,198317,michitux,Michael Hamann,"Karlsruhe, Germany",male
315863357,392738048,86426,splitbrain,Andreas Gohr,"Berlin, Germany",male
315863357,392738379,318581,Traumflug,,,unknown
315863357,392738963,108893,selfthinker,Anika Henke,"Folkestone, UK",female
315863357,392741148,108893,selfthinker,Anika Henke,"Folkestone, UK",female
315863357,392742576,86426,splitbrain,Andreas Gohr,"Berlin, Germany",male
985447779,985447779,10137,ghost,Deleted user,"Nothing to see here, move along.",unknown
985447779,910560529,1506493,derrabus,Alexander M. Turek,"Düsseldorf, Germany",male
985447779,910569983,10137,ghost,Deleted user,"Nothing to see here, move along.",unknown
985447779,910601376,1506493,derrabus,Alexander M. Turek,"Düsseldorf, Germany",male
985447779,910603433,10137,ghost,Deleted user,"Nothing to see here, move along.",unknown
985447779,910608519,1506493,derrabus,Alexander M. Turek,"Düsseldorf, Germany",male
851350444,851350444,2409779,akomm,Andriy Komm,,male
851350444,814068336,1957048,xabbuh,Christian Flothmann,"Osnabrück, Germany",male
851350444,814091431,2409779,akomm,Andriy Komm,,male
851350444,814100946,47313,fabpot,Fabien Potencier,"Paris, France",male
851350444,814136675,2409779,akomm,Andriy Komm,,male
851350444,814192856,1957048,xabbuh,Christian Flothmann,"Osnabrück, Germany",male
851350444,814203505,2409779,akomm,Andriy Komm,,male
851350444,814227959,1506493,derrabus,Alexander M. Turek,"Düsseldorf, Germany",male
741692283,741692283,243674,nicolas-grekas,Nicolas Grekas,"Paris, France",male
741692283,726713739,154256,Ocramius,Marco Pivetta,"Perugia, Italy",male
741692283,726716953,154256,Ocramius,Marco Pivetta,"Perugia, Italy",male
741692283,726718779,613376,GeeH,Gary Hockin,"Swansea, UK",male
741692283,726723131,4022187,jorge07,Jorge Arco,"Escaldes, Andorra",male
741692283,726731121,496145,asgrim,James Titcumb,"East Yorkshire, UK",male
741692283,726731290,5034671,mpalourdio,Michel Palourdio,,male
741692283,726731901,243674,nicolas-grekas,Nicolas Grekas,"Paris, France",male
741692283,726733171,1275206,Nyholm,Tobias Nyholm,Stockholm,male
619762251,619762251,26746829,gzhegow1991,gzhegow,"Brest, Belarus",unknown
619762251,630270020,1506493,derrabus,Alexander M. Turek,"Düsseldorf, Germany",male
619762251,630978453,26746829,gzhegow1991,gzhegow,"Brest, Belarus",unknown
619762251,631313685,1957048,xabbuh,Christian Flothmann,"Osnabrück, Germany",male
619762251,631471336,1506493,derrabus,Alexander M. Turek,"Düsseldorf, Germany",male
619762251,631583865,1957048,xabbuh,Christian Flothmann,"Osnabrück, Germany",male
619762251,631844054,26746829,gzhegow1991,gzhegow,"Brest, Belarus",unknown
619762251,631980289,1506493,derrabus,Alexander M. Turek,"Düsseldorf, Germany",male
619762251,632101801,26746829,gzhegow1991,gzhegow,"Brest, Belarus",unknown
619762251,632107786,749025,wouterj,Wouter de Jong,Netherlands,male
619762251,632144059,1957048,xabbuh,Christian Flothmann,"Osnabrück, Germany",male
485217326,485217326,3498786,TangMonk,David Wu,China Chengdu,male
485217326,524909369,19558543,ABGEO,Temuri Takalandze,"Tbilisi, Georgia",male
485217326,525199246,1754678,linaori,Lynn,,female
485217326,525242551,19558543,ABGEO,Temuri Takalandze,"Tbilisi, Georgia",male
485217326,525245185,1754678,linaori,Lynn,,female
485217326,525268571,19558543,ABGEO,Temuri Takalandze,"Tbilisi, Georgia",male
485217326,525299881,1754678,linaori,Lynn,,female
485217326,525302836,439401,stof,Christophe Coevoet,Paris,male
485217326,526688802,243674,nicolas-grekas,Nicolas Grekas,"Paris, France",male
485217326,558219567,9727382,mapodev,Marcin Poholski,"Hamburg, Germany",male
484737447,484737447,2415447,HTMLGuyLLC,HTMLGuy,"Atlantis, FL",unknown
484737447,524484909,610090,Tobion,Tobias Schultze,"Zürich, Schweiz",male
484737447,524485353,610090,Tobion,Tobias Schultze,"Zürich, Schweiz",male
484737447,524487328,2415447,HTMLGuyLLC,HTMLGuy,"Atlantis, FL",unknown
484737447,524487411,2415447,HTMLGuyLLC,HTMLGuy,"Atlantis, FL",unknown
484737447,524488738,566953,eventhorizonpl,Michał Piotrowski,"Janowice, Poland",male
484737447,524489576,2415447,HTMLGuyLLC,HTMLGuy,"Atlantis, FL",unknown
484737447,524493910,610090,Tobion,Tobias Schultze,"Zürich, Schweiz",male
484737447,524496919,2415447,HTMLGuyLLC,HTMLGuy,"Atlantis, FL",unknown
484737447,524497327,566953,eventhorizonpl,Michał Piotrowski,"Janowice, Poland",male
484737447,524497477,2415447,HTMLGuyLLC,HTMLGuy,"Atlantis, FL",unknown
484737447,524497568,2415447,HTMLGuyLLC,HTMLGuy,"Atlantis, FL",unknown
484737447,524497871,2415447,HTMLGuyLLC,HTMLGuy,"Atlantis, FL",unknown
976125179,976125179,37584624,nanoni17728,Nano,Antartica,unisex
976125179,903114933,325092,DarthGandalf,Alexey Sokolov,"Ireland, Dublin",male
976125179,903278390,37584624,nanoni17728,Nano,Antartica,unisex
976125179,903315682,325092,DarthGandalf,Alexey Sokolov,"Ireland, Dublin",male
976125179,903654107,37584624,nanoni17728,Nano,Antartica,unisex
976125179,903659593,325092,DarthGandalf,Alexey Sokolov,"Ireland, Dublin",male
976125179,903668146,37584624,nanoni17728,Nano,Antartica,unisex
976125179,903688304,325092,DarthGandalf,Alexey Sokolov,"Ireland, Dublin",male
976125179,903689367,325092,DarthGandalf,Alexey Sokolov,"Ireland, Dublin",male
976125179,903695562,37584624,nanoni17728,Nano,Antartica,unisex
976125179,903698216,325092,DarthGandalf,Alexey Sokolov,"Ireland, Dublin",male
976125179,903726585,37584624,nanoni17728,Nano,Antartica,unisex
976125179,903744454,325092,DarthGandalf,Alexey Sokolov,"Ireland, Dublin",male
976125179,903901089,89482,psychon,Uli Schlachter,In front of his laptop,unisex
1636711509,1636711509,213575,mryellow,,,unknown
1636711509,1480551624,213575,mryellow,,,unknown
1636711509,1480565569,213575,mryellow,,,unknown
1636711509,1480686064,298292,TheSpyder,Andrew Herron,"Brisbane, Australia",male
1636711509,1480706687,298292,TheSpyder,Andrew Herron,"Brisbane, Australia",male
1636711509,1481874912,213575,mryellow,,,unknown
1636711509,1482060775,298292,TheSpyder,Andrew Herron,"Brisbane, Australia",male
532874644,532874644,496233,ostrolucky,Gabriel Ostrolucký,"Brezno, Slovakia",male
532874644,561809857,810277,briancain,Brian Cain,/usr/local/bin,male
57258770,57258770,129629,spkane,Sean P. Kane,"Camas, WA, USA",male
57258770,73818901,408570,sethvargo,Seth Vargo,"Pittsburgh, PA",male
57258770,74010969,129629,spkane,Sean P. Kane,"Camas, WA, USA",male
57258770,74088452,408570,sethvargo,Seth Vargo,"Pittsburgh, PA",male
57258770,75818017,1299,mitchellh,Mitchell Hashimoto,"Los Angeles, CA",male
57258770,161091836,5209820,keeprock,Keeprock,,unknown
57258770,175213111,3980984,karlkfi,Karl Isenberg,"San Francisco, CA",male
57258770,178110677,1070185,clakeb,Blake Barber,"Tulsa, OK",male
57258770,178823565,660997,milhaus,tack,,unknown
57258770,180714186,10137,ghost,Deleted user,"Nothing to see here, move along.",unknown
57258770,184283188,398237,tehmaspc,Tehmasp Chaudhri,Internet,unknown
57258770,193369924,2024145,JasonTheAdams,Jason Adams,"Colorado Springs, CO",male
57258770,194075475,304958,winni2k,"Warren Winfried ""Winni"" Kretzschmar","Stockholm, Sweden",male
57258770,196060860,3443226,k1ng440,Asaduzzaman Pavel,"Dhaka, Bangladesh",unknown
57258770,196242779,5149834,richard-scott,Richard Scott,,male
57258770,197252297,304958,winni2k,"Warren Winfried ""Winni"" Kretzschmar","Stockholm, Sweden",male
57258770,197372009,398237,tehmaspc,Tehmasp Chaudhri,Internet,unknown
57258770,197734440,7142025,faddat,Jacob Gadikian,"Phuket, Thailand",male
57258770,197847596,304958,winni2k,"Warren Winfried ""Winni"" Kretzschmar","Stockholm, Sweden",male
57258770,199516958,7537882,darkn3rd,Joaquin Menchaca,,male
57258770,207881297,1664812,PorterBytes,Matt Porter,"South Burlington, Vermont",male
57258770,207896576,7142025,faddat,Jacob Gadikian,"Phuket, Thailand",male
57258770,208706127,32032,briancline,Brian Cline,"Dallas, Texas",male
57258770,209974166,3980984,karlkfi,Karl Isenberg,"San Francisco, CA",male
57258770,210578465,660997,milhaus,tack,,unknown
57258770,213288936,6270048,Haroenv,Haroen Viaene,"Paris, France",male
57258770,213619117,7142025,faddat,Jacob Gadikian,"Phuket, Thailand",male
57258770,214512394,10047844,dacodekid,Da CodeKid,"Jacksonville, FL",unisex
57258770,215832266,6499340,brazitech,Robert Skolnick,Brazil,male
57258770,216503206,5149834,richard-scott,Richard Scott,,male
57258770,216505071,5149834,richard-scott,Richard Scott,,male
57258770,216507036,1664812,PorterBytes,Matt Porter,"South Burlington, Vermont",male
57258770,216520958,6499340,brazitech,Robert Skolnick,Brazil,male
57258770,217642878,6663430,thokari,Thomas Hirsch,"Hamburg, Germany",male
57258770,217673852,1127626,awartoft,,,unknown
57258770,217725427,6499340,brazitech,Robert Skolnick,Brazil,male
57258770,218598736,5149834,richard-scott,Richard Scott,,male
57258770,225645550,1097509,bradisbell,Brad Isbell,,male
57258770,230386144,1065098,voycey,Dan Voyce,Melbourne,male
57258770,233045389,2091058,mccorkle,Mark McCorkle,New York,male
57258770,240311022,4960876,codehaiku,Joseph G.,"City of Smiles, Philippines",male
57258770,268513565,24268974,daryn-k,,,unknown
57258770,268532571,6499340,brazitech,Robert Skolnick,Brazil,male
57258770,268540307,24268974,daryn-k,,,unknown
57258770,268653949,304958,winni2k,"Warren Winfried ""Winni"" Kretzschmar","Stockholm, Sweden",male
57258770,269612087,18344557,ameyaagashe,Ameya Agashe,,unisex
57258770,272380689,1530209,grassjedi,,,unknown
57258770,272505864,2024145,JasonTheAdams,Jason Adams,"Colorado Springs, CO",male
57258770,273679937,101536,ryanaslett,Ryan Aslett,,male
57258770,273765494,5149834,richard-scott,Richard Scott,,male
57258770,279201272,379628,babadofar,Christoffer Vig,"Oslo, Norway",male
57258770,280154083,6877273,DeadlySystem,Daniel Huguenin,,male
57258770,287034242,3893,matti,Matti Paksula,Helsinki,male
57258770,288285617,13390855,minhphuc429,Phuc Nguyen Minh,Vietnam,unisex
57258770,289866508,3392962,tersmitten,Mischa ter Smitten,"Hilversum, The Netherlands",female
57258770,290985383,1684989,dqlopez,Dante Lopez,"Cavite, Philippines",male
57258770,291019093,7142025,faddat,Jacob Gadikian,"Phuket, Thailand",male
57258770,291026688,1065098,voycey,Dan Voyce,Melbourne,male
57258770,292199156,7947364,bobflorian,Bob Florian,"Naperville, IL",male
57258770,296575098,5149834,richard-scott,Richard Scott,,male
57258770,296677436,266674,chrisroberts,Chris Roberts,,male
57258770,296875645,1097509,bradisbell,Brad Isbell,,male
57258770,296891633,4453733,colin-marshall,Colin Marshall,,male
57258770,297826485,9018738,sXe79,sXe,World,unknown
57258770,306632475,5557790,da-kami,Daniel Karzel,,male
57258770,307085722,5557790,da-kami,Daniel Karzel,,male
57258770,310799797,1458916,runoncedev,Camilo,"Bariloche, Argentina",male
57258770,311167669,5149834,richard-scott,Richard Scott,,male
57258770,313185187,1458916,runoncedev,Camilo,"Bariloche, Argentina",male
57258770,313638204,1678111,prabhu89wali,Shivaprabhu D Wali,Mysore,unknown
57258770,315969569,7239021,acerest,Rick Lu,"Shenzhen, China",male
57258770,315973158,3893,matti,Matti Paksula,Helsinki,male
57258770,326277819,18402060,iron-cherep,,,unknown
57258770,326939886,3977193,omar-tariq-dev,Omar Tariq,"Lahore, Pakistan",male
57258770,327102154,1678111,prabhu89wali,Shivaprabhu D Wali,Mysore,unknown
57258770,332805316,11272013,CaelanStewart,Caelan Stewart,"Folkestone, UK",male
57258770,333338552,17178613,PascalAOMS,Pascal AOMS,South Germany (BW),male
57258770,334906895,10437330,lukewang1024,Luke Wang,Hong Kong,male
57258770,338771287,1244112,oleg-andreyev,Oleg Andreyev,"Riga, Latvia",male
57258770,342169126,26194239,sandeshchaudhari,Sandesh Chaudhari,India,male
57258770,342774968,77368,stevenrombauts,Steven Rombauts,"Leuven, Belgium",male
57258770,345481819,6256009,marcoflorian,Marco Florian,"Lima, Peru",male
57258770,345567579,51120,panozzaj,Anthony Panozzo,Indianapolis,male
57258770,346974011,893117,madmatt,Matt Peel,,male
57258770,351668465,2160666,TimOgilvy,Tim,Melbourne Australia,male
57258770,352158611,1097509,bradisbell,Brad Isbell,,male
57258770,352944302,11791,fredngo,Fred Ngo,"Toronto, ON",male
57258770,353840877,24985760,atb00ker,Ajay Tripathi,,male
57258770,354071483,7504556,DenzoNL,Dennis Bogers,Eindhoven,male
57258770,354400270,150670,dogweather,Robb Shecter,"Denver, CO",male
57258770,354400348,150670,dogweather,Robb Shecter,"Denver, CO",male
57258770,354400471,2160666,TimOgilvy,Tim,Melbourne Australia,male
57258770,354402948,150670,dogweather,Robb Shecter,"Denver, CO",male
57258770,355681813,24866055,tristanmason,Tristan Mason,"Conway, AR",male
57258770,355689564,150670,dogweather,Robb Shecter,"Denver, CO",male
57258770,357775196,1458916,runoncedev,Camilo,"Bariloche, Argentina",male
57258770,357778686,150670,dogweather,Robb Shecter,"Denver, CO",male
57258770,357875973,9018738,sXe79,sXe,World,unknown
57258770,358685317,6813314,jdunk,,Earth,unknown
57258770,360672358,20561837,racterub,racterub,,unknown
57258770,360958536,1684989,dqlopez,Dante Lopez,"Cavite, Philippines",male
57258770,361026239,150670,dogweather,Robb Shecter,"Denver, CO",male
57258770,361033888,11791,fredngo,Fred Ngo,"Toronto, ON",male
57258770,362883206,150670,dogweather,Robb Shecter,"Denver, CO",male
57258770,362884368,1097509,bradisbell,Brad Isbell,,male
57258770,362910549,2126835,externl,Joe George,,male
57258770,368481937,865493,jeliasson,Johan Eliasson,Malta,male
57258770,370191268,11463820,mohclips,mohclips,UK,unknown
57258770,374049900,11626212,mahmoodn,Mahmood Naderan,,male
57258770,374318439,2126835,externl,Joe George,,male
57258770,375837495,17376090,Silic0nS0ldier,Jordan,"Sydney, Australia",male
57258770,377623779,33742499,YousefSaber,Yoseph Saber,"Alexandria, Egypt",male
57258770,383594627,266674,chrisroberts,Chris Roberts,,male
1656534314,1656534314,5834582,MatrixManAtYrService,Matt Rixman,,male
1656534314,1498535463,679144,Prinzhorn,Alexander Prinzhorn,Germany,male
1656534314,1563938565,80242052,shantanu-vsbhosale,Shantanu Bhosale,Bengaluru,unisex
1656534314,1563961771,679144,Prinzhorn,Alexander Prinzhorn,Germany,male
1656534314,1636320181,440156,FrugalGuy,Ron Craig,,male
1656534314,1636352355,1019198,mhils,Maximilian Hils,"Zurich, Switzerland",male
1656534314,1636814071,1019198,mhils,Maximilian Hils,"Zurich, Switzerland",male
1656534314,1636827703,1019198,mhils,Maximilian Hils,"Zurich, Switzerland",male
595484179,595484179,2836790,Delitants,Delitantz,,unknown
595484179,611039159,1019198,mhils,Maximilian Hils,"Zurich, Switzerland",male
595484179,611334177,2836790,Delitants,Delitantz,,unknown
595484179,611335212,2836790,Delitants,Delitantz,,unknown
595484179,611360996,1019198,mhils,Maximilian Hils,"Zurich, Switzerland",male
993768928,993768928,53446248,7-904-001-67-28,,,unknown
993768928,917359968,965580,jay,Jay Satiro,"New Rochelle, New York, United States",male
993768928,917405947,53446248,7-904-001-67-28,,,unknown
993768928,917416556,53446248,7-904-001-67-28,,,unknown
993768928,917481544,177011,bagder,Daniel Stenberg,"the curl factory, Sweden - close to Nebraska",male
993768928,917486526,53446248,7-904-001-67-28,,,unknown
993768928,917490126,53446248,7-904-001-67-28,,,unknown
993768928,917517699,53446248,7-904-001-67-28,,,unknown
1863541325,1863541325,8470476,rendix2,,,unknown
1863541325,1690576622,657779,greg0ire,Grégoire Paris,Paris,male
1137539452,1137539452,1668207,TheDutchCoder,Reinier Kaper,Ottawa,male
1137539452,1039289429,97088,mrdoob,,,unknown
1137539452,1039291730,1668207,TheDutchCoder,Reinier Kaper,Ottawa,male
1137539452,1039301833,97088,mrdoob,,,unknown
1137539452,1039311346,1668207,TheDutchCoder,Reinier Kaper,Ottawa,male
518811026,518811026,18248938,kpetrow,,,unknown
518811026,550519724,18248938,kpetrow,,,unknown
518811026,551033188,12612165,Mugen87,Michael Herzog,,male
518811026,551102563,18248938,kpetrow,,,unknown
518811026,551115996,18248938,kpetrow,,,unknown
518811026,551129187,12612165,Mugen87,Michael Herzog,,male
518811026,551142905,18248938,kpetrow,,,unknown
518811026,551155765,14173,arpu,arpu,1170 Vienna,unknown
518811026,551164574,18248938,kpetrow,,,unknown
518811026,551177321,3927951,sciecode,Guilherme Avila,,male
518811026,551184591,18248938,kpetrow,,,unknown
518811026,551397312,242577,makc,,,unknown
518811026,551619400,12612165,Mugen87,Michael Herzog,,male
518811026,551764216,18248938,kpetrow,,,unknown
518811026,551851903,18248938,kpetrow,,,unknown
518811026,551859368,18248938,kpetrow,,,unknown
518811026,551883083,18248938,kpetrow,,,unknown
518811026,551904425,18248938,kpetrow,,,unknown
518811026,551911419,1000017,WestLangley,,,unknown
518811026,551912932,18248938,kpetrow,,,unknown
518811026,551917382,1000017,WestLangley,,,unknown
518811026,551921717,12612165,Mugen87,Michael Herzog,,male
518811026,551925337,18248938,kpetrow,,,unknown
518811026,551929007,12612165,Mugen87,Michael Herzog,,male
518811026,551934130,18248938,kpetrow,,,unknown
518811026,551935362,1000017,WestLangley,,,unknown
518811026,551936446,1000017,WestLangley,,,unknown
518811026,551939312,18248938,kpetrow,,,unknown
518811026,551948923,1000017,WestLangley,,,unknown
518811026,551994180,97088,mrdoob,,,unknown
518811026,552050146,242577,makc,,,unknown
518811026,552056351,18248938,kpetrow,,,unknown
338480646,338480646,11772787,RemusMar,Remus M,,male
338480646,402707962,12612165,Mugen87,Michael Herzog,,male
338480646,402709204,11772787,RemusMar,Remus M,,male
338480646,402742155,5307958,looeee,Lewy Blue,Ireland,male
338480646,402745305,11772787,RemusMar,Remus M,,male
338480646,402748668,5307958,looeee,Lewy Blue,Ireland,male
338480646,402751403,11772787,RemusMar,Remus M,,male
338480646,402754614,5307958,looeee,Lewy Blue,Ireland,male
338480646,402755130,11772787,RemusMar,Remus M,,male
338480646,402758865,5307958,looeee,Lewy Blue,Ireland,male
338480646,402912258,97088,mrdoob,,,unknown
338480646,402944564,11772787,RemusMar,Remus M,,male
338480646,402991611,11772787,RemusMar,Remus M,,male
338480646,403126429,4681282,pailhead,Dusan Bosnjak,San Francisco,male
338480646,403279309,97088,mrdoob,,,unknown
338480646,403285464,11772787,RemusMar,Remus M,,male
338480646,403293414,97088,mrdoob,,,unknown
338480646,403295862,11772787,RemusMar,Remus M,,male
338480646,403301052,97088,mrdoob,,,unknown
338480646,403344309,1848368,donmccurdy,Don McCurdy,"Brooklyn, NY",male
338480646,403376409,11772787,RemusMar,Remus M,,male
338480646,403401100,11772787,RemusMar,Remus M,,male
338480646,403461202,11772787,RemusMar,Remus M,,male
338480646,403513554,1848368,donmccurdy,Don McCurdy,"Brooklyn, NY",male
338480646,403579264,5307958,looeee,Lewy Blue,Ireland,male
338480646,403590236,1848368,donmccurdy,Don McCurdy,"Brooklyn, NY",male
338480646,403717195,11772787,RemusMar,Remus M,,male
338480646,405027509,5307958,looeee,Lewy Blue,Ireland,male
338480646,405029116,12612165,Mugen87,Michael Herzog,,male
338480646,406552359,11772787,RemusMar,Remus M,,male
338480646,406664594,1848368,donmccurdy,Don McCurdy,"Brooklyn, NY",male
338480646,406776895,11772787,RemusMar,Remus M,,male
338480646,406781388,5307958,looeee,Lewy Blue,Ireland,male
338480646,406781871,4681282,pailhead,Dusan Bosnjak,San Francisco,male
338480646,406782145,11772787,RemusMar,Remus M,,male
338480646,406782214,4681282,pailhead,Dusan Bosnjak,San Francisco,male
338480646,406782575,5307958,looeee,Lewy Blue,Ireland,male
338480646,406782700,4681282,pailhead,Dusan Bosnjak,San Francisco,male
